Name,Age,Height,Weight,ValueEUR,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Overall
C. Nkunku,23,179,72,39000000,Medium,Medium,79,74,81,85,69,65,81
R. Malinovskyi,28,181,79,26500000,Medium,Medium,74,80,83,81,64,79,81
Oswaldinato,29,184,79,25500000,Medium,Medium,76,81,67,77,20,78,81
T. Delaney,29,182,79,22000000,Low,High,75,71,74,74,83,82,81
Aitor,30,182,78,17000000,Medium,Medium,82,78,67,83,55,81,81
A. Delort,29,181,83,25500000,High,High,84,82,73,75,37,85,81
K. Kampl,30,178,66,24500000,High,High,70,67,81,85,63,62,81
D. Ings,28,178,73,26500000,High,High,79,84,70,79,45,70,81
Pizzi,31,177,72,21000000,High,Medium,75,77,81,82,64,66,81
Jonathan Viera,31,171,67,21500000,High,Medium,82,75,79,83,63,69,81
J. Rodríguez,29,180,75,25500000,Medium,Low,53,86,86,86,50,60,81
A. Consigli,34,189,82,4400000,Medium,Medium,81,82,72,83,40,80,81
H. Herrera,31,185,78,21000000,Medium,Medium,70,75,76,76,78,84,81
A. Gignac,35,189,85,11000000,High,Medium,68,82,73,76,41,84,81
B. Yılmaz,35,188,77,11000000,High,Medium,79,83,69,72,34,79,81
Joaquín,39,179,75,8500000,High,Medium,68,80,84,81,44,55,81
S. Berghuis,29,182,75,25500000,Medium,Medium,80,81,82,82,36,66,81
J. Cillessen,32,185,83,13000000,Medium,Medium,81,80,78,79,53,81,81
Sergi Roberto,29,178,68,22500000,Medium,Medium,76,63,80,77,76,73,81
Danilo,29,184,78,22500000,Medium,High,73,67,73,74,82,79,81
Nani,34,177,70,12000000,High,Medium,70,77,81,85,37,68,81
A. Christensen,25,187,81,28000000,Low,Medium,65,31,65,68,83,72,80
G. Laborde,27,181,78,24500000,High,High,77,78,76,78,40,82,80
Pacheco,29,186,81,17500000,Medium,Medium,79,77,70,82,45,81,80
Jonny,27,170,70,22000000,High,High,75,53,71,76,79,69,80
D. Alli,25,188,80,26500000,High,Medium,68,78,78,82,65,75,80
T. Strakosha,26,193,78,21000000,Medium,Medium,82,77,74,84,44,77,80
P. Max,27,177,77,22000000,High,Medium,82,67,79,75,73,75,80
João Mário,28,179,73,21000000,Medium,Medium,69,69,80,83,66,68,80
W. Benítez,28,191,93,18000000,Medium,Medium,80,79,72,83,48,80,80
F. Armani,34,189,88,3600000,Medium,Medium,78,76,67,85,43,79,80
G. Rulli,29,189,84,14500000,Medium,Medium,80,79,78,80,54,79,80
G. Di Lorenzo,27,183,83,20500000,Medium,Medium,84,66,73,76,76,79,80
C. Tolisso,26,181,81,24500000,High,Medium,66,77,77,78,76,78,80
Embarba,29,173,68,20500000,High,High,83,77,78,79,55,72,80
J. Denayer,26,184,80,24500000,Medium,High,83,43,67,70,81,81,80
N. Keïta,26,172,64,27500000,Medium,Medium,70,73,75,86,65,66,80
Pau López,26,189,77,16500000,Medium,Medium,80,79,72,82,49,80,80
V. Lindelöf,26,187,80,23000000,Medium,High,63,51,73,71,81,78,80
L. Klostermann,25,187,88,26500000,Medium,Medium,85,51,64,71,82,77,80
Everton,25,174,72,28000000,High,Low,86,75,73,86,32,62,80
S. Lainer,28,175,73,19000000,High,High,78,63,70,75,74,80,80
Bartra,30,184,73,17500000,High,Medium,73,61,72,73,80,74,80
A. Mandi,29,184,78,19500000,High,Medium,66,46,74,69,81,74,80
Q. Promes,29,174,72,20500000,High,Medium,88,78,78,81,46,69,80
M. Hamšík,33,183,73,13000000,High,Medium,68,77,81,80,70,72,80
D. Malen,22,179,78,33000000,Medium,Low,90,79,72,83,30,74,80
G. Buffon,43,192,92,2300000,Medium,Medium,76,73,70,76,33,90,80
G. Ochoa,35,190,85,2300000,Medium,Medium,79,75,71,83,49,81,80
I. Akinfeev,35,186,78,2300000,Medium,Medium,77,72,78,84,50,82,80
João Moutinho,34,170,61,9500000,Medium,High,50,72,84,79,70,66,80
J. Evans,33,188,77,10000000,Medium,High,52,32,61,58,83,77,80
Raúl García,34,184,83,10500000,Medium,Medium,41,82,81,78,65,83,80
D. Wass,32,181,74,16500000,Medium,Medium,74,78,80,77,76,76,80
A. Ogbonna,33,191,86,10000000,Medium,Medium,56,40,60,61,82,76,80
S. Mignolet,33,193,87,7000000,Medium,Medium,80,75,76,82,51,84,80
Marcelo,33,174,75,11000000,High,Low,73,72,80,88,75,71,80
D. Payet,34,175,77,10000000,High,Medium,69,77,83,82,38,67,80
M. Benatia,34,189,94,7000000,Medium,High,63,45,52,62,81,82,80
Nacho Monreal,35,180,77,6500000,Medium,Medium,65,61,74,74,80,68,80
R. Nainggolan,33,176,65,13000000,High,Medium,71,84,78,74,73,80,80
D. Godín,35,187,78,5500000,Medium,High,57,48,63,60,80,78,80
C. Söyüncü,25,185,82,25000000,Medium,Medium,76,46,60,67,80,80,80
V. Osimhen,22,185,78,43000000,High,Medium,88,80,63,75,39,81,80
X. Schlager,23,174,76,27500000,High,High,69,70,73,77,73,81,80
D. Henderson,24,188,85,36000000,Medium,Medium,80,79,78,83,49,76,80
B. Saka,19,178,65,45500000,High,Medium,84,68,76,82,65,64,80
V. Coufal,28,175,76,19000000,High,High,77,56,73,75,78,81,80
V. Tsygankov,23,178,72,33500000,High,Medium,85,73,78,80,45,57,80
Pedro Porro,21,176,71,40500000,High,High,80,67,73,79,75,75,80
N. Vlašić,23,178,79,33500000,High,Medium,83,77,78,83,48,71,80
L. Díaz,24,180,73,33500000,High,Medium,92,77,70,82,32,71,80
Unai Núñez,24,186,81,27000000,Medium,High,72,22,49,48,81,76,80
R. Baku,23,176,75,32000000,High,Medium,84,73,73,81,70,78,80
M. Gómez,24,186,84,32000000,High,Low,66,81,68,73,32,82,80
Vinícius Jr.,20,176,73,46500000,High,Medium,95,70,71,87,29,66,80
A. Bastoni,22,190,75,44500000,Medium,High,65,33,65,68,82,80,80
S. McTominay,24,193,88,27500000,Medium,High,66,75,75,75,78,84,80
B. Kamara,21,184,68,31000000,Medium,High,74,50,72,72,79,78,80
J. Pavlenka,29,196,81,17500000,Medium,Medium,82,75,60,85,36,71,80
N. Mazraoui,23,183,62,29500000,High,Low,82,61,74,81,75,71,80
F. Muslera,35,190,74,2300000,Medium,Medium,78,80,72,79,61,82,80
A. Sánchez,32,168,62,17000000,Medium,Medium,78,76,78,84,43,68,80
J. Martínez,28,170,69,21500000,High,Medium,87,80,61,79,25,67,80
E. Zahavi,33,182,71,13500000,High,Low,77,82,74,79,39,73,80
M. Hinteregger,28,184,83,18000000,Medium,Medium,70,70,67,60,81,81,80
R. Freuler,29,180,80,20500000,Medium,Medium,69,71,77,77,75,73,80
J. Draxler,27,187,77,22500000,Medium,Medium,74,76,80,82,58,66,80
D. Demme,29,172,71,18000000,Medium,High,57,42,75,77,76,76,80
S. Vrsaljko,29,181,76,18500000,High,Medium,79,55,73,74,78,77,80
Pozuelo,29,170,63,20500000,High,Medium,65,75,80,82,52,65,80
K. Fortounis,28,183,70,21000000,High,Low,75,77,79,82,43,69,80
F. Thauvin,28,179,70,21000000,High,Medium,79,79,79,81,41,68,80
José Callejón,34,178,73,10000000,High,Medium,77,76,76,81,48,59,80
S. Umtiti,27,182,75,19500000,Low,Medium,65,62,68,67,80,78,80
T. Savanier,29,172,69,20500000,High,Medium,67,74,83,82,69,69,80
S. Haller,27,190,82,24500000,High,Medium,66,79,62,74,51,81,80
Z. Feddal,31,192,84,14500000,Medium,Medium,61,50,63,60,82,77,80
E. Andrada,30,194,83,16000000,Medium,Medium,76,79,82,83,45,81,80
M. Keane,28,191,82,20000000,Low,High,55,49,65,65,82,80,80
Roger,30,179,74,20500000,High,Medium,77,82,63,77,41,74,80
Rafinha,28,174,71,21000000,High,Medium,71,74,80,84,69,68,80
L. Torreira,25,166,60,26500000,Medium,High,74,67,74,79,79,75,80
Ismaily,31,177,86,15500000,High,Medium,82,64,74,81,75,75,80
João Pedro,29,184,73,21000000,High,Medium,72,78,77,81,41,74,80
A. Ramsey,30,183,76,20000000,Medium,Medium,66,70,81,83,66,66,80
Rafael Tolói,30,185,75,17500000,Medium,High,66,47,58,62,82,80,80
R. Bürki,30,187,85,14000000,Medium,Medium,81,79,60,86,47,77,80
F. Coquelin,30,176,74,20000000,Medium,High,68,67,76,80,78,79,80
Guaita,34,190,80,3600000,Medium,Medium,81,79,77,82,52,77,80
E. Salvio,30,173,71,20500000,High,Medium,85,76,73,84,57,68,80
R. Pereyra,30,182,77,20000000,High,High,76,74,79,82,68,73,80
E. Pérez,35,178,77,6000000,Medium,High,68,66,77,77,77,78,80
N. Lodeiro,32,170,69,16500000,High,Medium,74,73,83,81,49,73,80
G. Krychowiak,31,187,84,0,High,High,68,76,72,71,75,81,80
M. Perin,28,188,77,18000000,Medium,Medium,80,80,71,82,56,79,80
Sérgio Oliveira,29,181,78,20500000,Medium,High,58,79,82,77,72,70,80
Pablo Sarabia,29,174,70,20500000,High,Medium,72,76,81,82,57,59,80
C. Bakambu,30,182,74,20500000,Medium,Medium,90,80,71,76,36,77,80
C. Aránguiz,32,171,68,14000000,Medium,High,65,71,80,77,76,72,80
J. Rodríguez,27,177,79,23000000,High,Medium,88,80,67,82,38,76,80
Capa,29,175,75,18500000,High,High,82,64,76,77,74,88,80
Borja Iglesias,28,187,86,21500000,High,Medium,65,80,64,74,35,80,80
Maikel Catarino,25,177,75,21000000,High,Medium,76,51,70,78,77,70,80
M. Dmitrović,29,194,94,16000000,Medium,Medium,77,79,78,81,37,80,80
O. Zinchenko,24,175,64,29500000,High,Medium,73,65,80,80,77,69,80
Nélson Semedo,27,177,69,22000000,Medium,Medium,82,57,68,81,75,75,80
M. Akanji,25,187,91,25000000,Medium,Medium,81,48,67,74,81,77,80
D. Zakaria,24,191,81,30500000,High,Medium,83,64,72,75,80,84,80
G. Mancini,25,190,77,26500000,Medium,High,62,45,50,58,80,84,80
S. Sensi,25,168,62,27500000,Medium,Medium,67,60,83,83,67,59,80
Gerson,24,184,72,30000000,Medium,Medium,74,64,79,80,78,77,80
Joan Jordán,26,183,74,24500000,Medium,Medium,63,75,81,77,67,76,80
Laure Santeiro,21,171,63,25000000,Medium,Medium,80,72,77,83,26,45,80
Tony Abranjes,33,179,80,10000000,Medium,Medium,67,39,55,56,81,85,80
Renato Sanches,23,176,70,33000000,High,High,84,74,77,84,72,84,80
I. Bennacer,23,175,70,30000000,Medium,Medium,73,67,80,84,73,73,80
K. Tierney,24,178,70,31000000,High,High,84,60,75,77,75,79,80
S. Bergwijn,23,178,78,30000000,High,Medium,85,78,75,83,39,69,80
Álex Berenguer,25,175,73,25000000,High,Medium,83,76,76,82,63,65,80
J. Bamba,25,175,70,28000000,High,High,89,74,73,81,39,69,80
Héniton Pires,25,182,74,17000000,Medium,Medium,81,75,78,79,41,81,80
Luimo Boas Santos,21,176,73,21000000,High,Medium,83,79,65,81,28,64,79
C. Wood,29,191,92,17500000,High,Low,64,79,60,70,40,81,79
N. Matić,32,194,83,11500000,Low,Medium,36,67,75,72,80,73,79
Ander Herrera,31,182,71,14500000,High,High,65,72,77,79,78,75,79
Gao Late,30,185,78,17000000,High,Medium,83,78,77,79,41,72,79
L. Rodríguez,36,168,71,6000000,High,Low,68,82,76,83,43,70,79
Ai Kesen,31,180,77,15000000,High,High,84,80,73,79,48,79,79
Marcos Alonso,30,188,85,15000000,High,Low,58,74,78,77,75,77,79
Mario Gaspar,30,180,77,15000000,High,Medium,74,69,71,72,78,76,79
M. Silvestri,30,191,80,11500000,Medium,Medium,82,77,63,82,60,80,79
S. El Shaarawy,28,178,73,17500000,Medium,Medium,87,75,74,80,46,63,79
A. Cresswell,31,175,66,12500000,High,Medium,69,60,75,76,77,68,79
M. Antonio,31,178,82,15000000,High,Medium,83,76,73,78,55,83,79
Illarramendi,31,179,74,12500000,Medium,High,47,71,77,78,77,69,79
L. de Jong,30,188,86,17000000,Medium,High,50,78,71,69,46,75,79
B. Mee,31,180,82,12000000,Low,High,62,42,58,62,81,78,79
X. Shaqiri,29,169,72,17000000,Medium,Low,75,76,80,81,46,67,79
Iborra,33,190,80,8500000,Medium,Medium,33,70,75,69,77,79,79
M. Suárez,33,183,75,11000000,High,Medium,79,77,77,83,44,75,79
Rafael Carioca,32,181,78,11500000,Medium,Medium,70,66,76,75,74,75,79
Y. M'Vila,31,182,80,12500000,High,High,65,64,74,74,75,78,79
Montoro,33,181,72,8500000,Medium,Medium,45,64,75,72,75,70,79
N. Gudelj,29,187,73,15000000,Low,Medium,60,70,79,69,75,83,79
Germán,34,187,82,5500000,Medium,High,49,40,59,55,81,79,79
Y. El Arabi,34,182,84,8500000,High,Medium,71,83,69,79,37,70,79
C. Coady,28,186,80,17500000,Low,High,47,58,75,66,79,75,79
C. Kramer,30,191,76,14500000,High,High,44,50,70,72,78,75,79
D. Klaassen,28,179,70,17500000,High,High,71,80,73,76,72,78,79
A. Carrillo,30,182,78,17000000,Medium,Medium,87,75,73,82,38,70,79
Álvaro,31,182,75,12000000,Medium,High,64,33,59,57,80,82,79
K. Bellarabi,31,184,81,14500000,High,Medium,85,76,71,82,34,72,79
W. Boly,30,195,97,14500000,Medium,Medium,62,36,64,64,79,83,79
Sergi Darder,27,180,71,20000000,Medium,Medium,66,75,78,79,71,71,79
Deulofeu,27,177,73,18500000,High,Low,88,73,73,83,30,64,79
E. Dier,27,190,90,17500000,Medium,High,53,64,69,64,79,83,79
G. Kondogbia,28,188,76,17500000,Medium,Medium,68,74,75,76,78,89,79
R. Gikiewicz,33,190,81,5500000,Medium,Medium,80,74,64,82,28,77,79
B. Lecomte,30,187,78,13000000,Medium,Medium,79,77,77,80,42,79,79
Cristian Tello,29,178,65,17000000,Medium,Medium,89,75,74,80,48,62,79
G. Xhaka,28,185,82,15500000,Low,Medium,50,64,79,69,69,80,79
Lucas Pérez,32,180,73,14000000,Medium,Low,79,82,75,77,32,69,79
D. D'Ambrosio,32,180,75,11500000,Medium,Medium,70,56,67,71,80,79,79
A. Oxlade-Chamberlain,27,175,70,18500000,High,High,81,74,77,83,67,74,79
Rodrigo,30,182,77,17000000,High,Medium,86,78,75,79,45,71,79
O. Giroud,34,193,91,8500000,Medium,Medium,42,80,70,71,42,77,79
C. Wilson,29,180,66,17500000,High,Medium,80,78,66,78,41,77,79
G. Sigurðsson,31,186,77,14500000,Medium,Medium,54,78,82,77,59,66,79
B. Matuidi,34,180,75,6000000,Medium,High,73,65,72,76,77,79,79
N. Guzmán,35,193,94,1900000,Medium,Medium,78,77,71,79,52,81,79
U. Çakır,25,191,82,19000000,Medium,Medium,80,75,73,81,55,78,79
R. Aguilar,28,172,71,16000000,High,High,78,53,71,76,73,77,79
A. Marušić,28,185,85,16000000,Low,High,85,66,67,74,75,79,79
R. Bensebaini,26,186,82,21000000,High,Medium,73,59,72,75,77,80,79
Z. Çelik,24,180,78,22000000,High,Medium,79,58,71,72,75,79,79
A. Meret,24,190,83,30000000,Medium,Medium,80,74,70,82,45,78,79
E. Bailly,27,186,77,17500000,Medium,High,73,42,58,67,79,77,79
A. Golovin,25,180,69,24500000,High,High,81,72,79,84,67,69,79
E. Buendía,24,172,65,26500000,High,High,73,73,80,82,64,67,79
Aritz Elustondo,27,180,71,18500000,Low,High,66,33,61,59,79,77,79
Pablo Fornals,25,178,67,23000000,High,High,68,74,79,80,69,68,79
G. Arias,33,188,82,5500000,Medium,Medium,79,73,73,83,41,80,79
B. Pavard,25,186,81,21500000,Low,High,69,53,72,71,78,76,79
M. Thuram,23,192,88,27500000,Medium,Medium,82,78,70,80,48,77,79
E. Ávila,27,172,81,20500000,High,High,81,81,65,78,44,83,79
K. Dolberg,23,187,84,25500000,High,Medium,73,81,69,77,30,68,79
Ronaldo Esler,21,168,65,19000000,High,Medium,89,58,70,77,74,59,79
Adnan Vidual,29,175,70,15500000,Medium,Medium,83,52,70,71,76,71,79
Everton Andrão,25,177,75,17000000,High,High,67,62,74,76,78,76,79
Melvin Parrela,21,188,88,18500000,Medium,Medium,71,70,70,72,80,83,79
Gabri Prestão,29,186,80,12000000,Medium,Medium,81,75,71,82,60,77,79
Mata,32,185,79,14000000,High,Medium,68,80,61,76,31,76,79
T. Castagne,25,180,80,21500000,High,High,78,57,71,76,75,70,79
M. Özil,32,180,71,14000000,Medium,Low,62,68,85,79,24,48,79
D. Zappacosta,29,182,75,15500000,High,High,76,66,73,74,75,71,79
D. Ospina,32,183,80,8500000,Medium,Medium,82,72,77,84,34,77,79
A. Candreva,34,180,70,8000000,Medium,Medium,72,78,79,80,61,62,79
M. Dembélé,33,185,85,11000000,High,High,70,68,76,85,73,77,79
B. Gomis,35,186,86,7500000,High,Low,60,81,68,72,36,74,79
B. Costil,33,187,82,5500000,Medium,Medium,78,77,77,80,49,78,79
F. Ribéry,38,170,72,6000000,Medium,Low,69,73,81,85,30,53,79
Ricardo Horta,26,173,63,21000000,Medium,Medium,78,78,75,81,42,69,79
Edgar Badia,29,180,70,13500000,Medium,Medium,77,76,76,82,44,77,79
A. Izzo,29,183,81,16000000,Medium,Medium,70,33,48,65,82,78,79
A. Saint-Maximin,24,173,67,26500000,High,Low,91,69,70,88,25,61,79
J. Weigl,25,186,80,23000000,Low,High,59,60,75,77,80,75,79
Paulinho,28,188,84,18000000,High,Medium,67,78,64,74,44,81,79
M. Dahoud,25,178,68,23000000,High,High,70,69,76,84,67,70,79
H. Traoré,29,175,71,15500000,High,Medium,85,54,72,76,73,77,79
T. Bakayoko,26,189,85,19500000,Medium,Medium,64,48,68,74,77,84,79
Munir,25,175,69,21000000,High,Low,79,78,75,82,35,66,79
Y. Mina,26,195,94,19000000,Medium,Medium,45,54,60,60,80,81,79
R. Tapia,25,185,80,22000000,Medium,High,69,69,72,74,79,82,79
D. Sánchez,25,187,79,19500000,Medium,High,75,45,55,65,80,80,79
N. Elvedi,24,189,81,22500000,Medium,Medium,74,39,63,68,80,77,79
M. Uribe,30,182,71,17000000,High,High,75,74,75,76,75,81,79
R. Ruidíaz,30,169,66,17000000,High,Medium,84,80,66,78,32,67,79
S. Arias,29,178,72,15500000,High,Medium,77,53,70,76,77,74,79
J. Quintero,28,169,65,17500000,High,Low,73,76,81,83,39,51,79
S. Botman,21,193,81,25500000,Medium,High,60,36,59,60,80,84,79
J. Bellingham,18,186,75,37000000,High,High,75,69,73,80,75,77,79
Antony,21,174,63,39500000,High,Medium,91,72,72,84,37,65,79
José Sá,28,192,84,15000000,Medium,Medium,80,77,62,83,45,76,79
F. Bernardeschi,27,185,77,18500000,High,Medium,79,71,80,83,61,65,79
P. Onuachu,27,201,93,20500000,High,Medium,71,77,62,70,45,84,79
V. Grifo,28,180,76,17500000,Medium,Medium,70,74,79,81,41,62,79
K. Demirbay,27,183,73,18500000,High,Medium,58,76,79,82,65,70,79
Rubén Peña,29,170,65,15500000,High,Low,80,70,72,78,75,68,79
Rubén García,27,171,71,18500000,High,Medium,80,76,79,80,45,58,79
C. Mbemba,26,182,82,20500000,High,Medium,72,53,56,65,80,78,79
K. Mbabu,26,184,83,21000000,High,Medium,88,51,69,73,74,80,79
J. Hofmann,28,176,73,17500000,High,Medium,75,72,80,78,57,66,79
Emerson,22,181,79,25000000,High,Medium,84,62,71,75,74,77,79
De Tomás,26,180,79,23000000,High,Medium,76,82,69,80,36,68,79
C. Günter,28,184,83,16000000,High,Medium,83,55,70,70,74,81,79
B. Djimsiti,28,190,83,15000000,Medium,Medium,68,39,59,48,82,79,79
A. Doucouré,28,184,76,17500000,High,High,70,76,72,76,77,81,79
Matheus,28,190,84,15000000,Medium,Medium,82,75,73,83,46,77,79
William Carvalho,29,187,79,15000000,Medium,Medium,40,60,76,69,75,84,79
J. Lingard,28,175,60,17500000,High,Medium,76,79,75,81,58,68,79
Kepa,26,186,88,19000000,Medium,Medium,78,77,85,81,33,76,79
Manu Trigueros,29,178,75,17000000,Medium,Medium,56,71,78,78,70,67,79
A. Plea,28,181,79,18000000,High,Medium,71,82,77,79,39,74,79
B. Davies,28,182,76,16000000,Medium,High,69,58,75,75,78,73,79
J. Milner,35,175,70,7000000,Medium,High,56,70,81,77,77,75,79
Bruno Guimarães,23,182,78,24500000,Medium,High,67,63,78,78,74,75,79
Iniesta,37,171,68,5500000,Medium,Low,51,69,84,83,59,57,79
M. Lacroix,21,190,88,33000000,Medium,High,88,33,56,64,80,77,79
Y. Bissouma,24,182,80,24500000,High,Medium,70,68,75,79,77,75,79
Rodrygo,20,174,64,38500000,Medium,Medium,87,76,71,83,32,56,79
L. Jović,23,182,85,27000000,Medium,Medium,75,80,68,78,29,74,79
Gabriel,23,190,87,24000000,Medium,High,68,36,60,57,80,80,79
M. Arambarri,25,175,74,23500000,Medium,Medium,47,60,72,73,77,76,79
D. Kamada,24,184,76,24000000,Medium,Medium,75,68,79,83,41,59,79
F. Tomori,23,185,79,25000000,Medium,Medium,82,37,57,64,80,79,79
Zubeldia,24,181,73,24000000,Medium,Medium,68,67,75,73,79,81,79
Odriozola,25,176,66,21500000,High,High,82,55,71,76,74,65,79
P. Schick,25,191,85,23500000,Medium,Medium,70,79,70,80,35,68,79
J. Ikoné,23,175,73,25000000,High,Medium,89,70,74,83,35,60,79
G. Kobel,23,195,88,21500000,Medium,Medium,80,78,77,83,26,74,79
Lucas Veríssimo,25,188,77,23000000,High,High,81,39,57,59,80,79,79
T. Stepanenko,31,181,80,12500000,Medium,High,65,63,71,68,79,79,79
M. Senesi,24,183,78,25000000,High,High,61,39,63,70,81,78,79
N. Maksimović,26,189,78,23000000,High,High,56,68,75,71,77,78,79
O. Wijndal,21,176,65,25000000,High,Medium,84,53,74,78,74,74,79
M. Taremi,28,187,83,18000000,High,Medium,76,79,70,80,38,71,79
A. Tchouaméni,21,187,81,28000000,High,High,72,69,76,77,77,81,79
T. Koopmeiners,23,183,77,24500000,Medium,Medium,65,72,79,72,76,77,79
Matheus Cunha,22,183,76,35500000,Medium,Low,85,78,74,84,31,69,79
C. Gakpo,22,189,76,28000000,Medium,Medium,85,78,74,79,41,72,79
L. Martínez,23,178,77,25000000,Medium,High,71,58,73,75,79,80,79
E. Bardhi,25,172,64,21000000,Medium,Medium,75,81,78,82,63,56,79
David Neres,24,176,66,25000000,Medium,Medium,85,72,73,85,37,64,79
P. Estupiñán,23,175,78,26000000,High,Medium,82,34,68,72,75,75,79
M. Kean,21,182,72,39500000,High,Medium,85,77,56,78,40,75,79
Oriol Romeu,29,183,83,12000000,Low,High,41,44,62,64,80,81,78
Pepe Reina,38,188,92,1600000,Medium,Medium,77,78,79,77,46,79,78
Miguel Veloso,35,180,79,5500000,Medium,Low,46,70,83,76,66,71,78
Juan Mata,33,170,63,9000000,Medium,Medium,55,71,81,81,36,42,78
P. Kadeřábek,29,182,81,12500000,High,Medium,74,43,73,73,72,79,78
R. Barkley,27,189,76,16000000,Low,Low,69,73,77,78,57,72,78
D. Vida,32,184,76,9000000,Medium,High,73,40,58,58,80,81,78
F. Midtsjø,27,176,70,15000000,Medium,High,76,63,77,76,71,79,78
J. Svensson,28,170,70,12500000,High,High,79,60,72,74,73,82,78
D. Boyata,30,188,84,11500000,Medium,High,70,29,52,57,79,83,78
Negredo,35,186,86,6000000,Medium,Low,59,81,64,72,36,77,78
Fransérgio,30,187,82,13500000,High,Medium,59,75,75,75,73,80,78
L. Dunk,29,192,88,13000000,Medium,High,46,51,62,63,79,78,78
A. Young,35,175,65,4300000,High,Medium,72,66,74,77,73,68,78
A. Talavera,38,186,85,1600000,Medium,Medium,80,80,70,77,58,75,78
F. Quagliarella,38,180,79,4800000,Medium,Medium,61,83,74,79,30,63,78
B. Foster,38,193,90,1600000,Medium,Medium,78,77,73,78,45,78,78
Vitolo,31,185,79,11500000,Medium,Medium,76,76,76,77,41,72,78
H. Vanaken,28,195,80,14000000,High,Medium,47,78,79,75,59,73,78
S. Ortega,28,185,88,12000000,Medium,Medium,73,72,86,85,52,74,78
D. Sidibé,28,182,71,12500000,Medium,Medium,74,62,74,75,74,79,78
M. Doherty,29,182,87,12500000,High,Medium,68,64,73,75,75,76,78
Felipe Anderson,28,175,70,14000000,Medium,Medium,85,74,76,82,55,59,78
Aleix Vidal,31,177,70,10000000,High,Medium,82,67,74,78,72,72,78
Laguardia,31,185,80,9500000,Medium,High,50,46,55,50,80,78,78
Willian José,29,189,91,14000000,Medium,Low,65,79,66,74,40,80,78
F. Caputo,33,181,74,9000000,High,Low,82,79,62,78,30,67,78
Víctor Ruiz,32,185,78,9000000,Medium,Medium,50,42,65,59,79,78,78
S. Nzonzi,32,196,89,9500000,Medium,High,40,56,70,66,77,85,78
E. Capoue,32,190,80,11000000,Medium,Medium,48,72,75,71,77,76,78
J. Hernández,33,175,73,9000000,Medium,Low,68,76,63,75,31,66,78
R. Vormer,33,178,79,8500000,High,High,58,75,79,70,75,79,78
S. Coleman,32,177,77,9500000,High,High,66,65,73,76,78,70,78
M. Sissoko,31,187,91,10000000,Medium,High,74,61,73,75,75,87,78
M. Darmian,31,182,70,10000000,Medium,High,70,58,69,74,78,68,78
A. Kolarov,35,187,81,4300000,High,Medium,63,74,79,74,79,74,78
G. Kakuta,30,173,72,13500000,High,Medium,73,72,76,84,42,66,78
D. Praet,27,181,78,15000000,Medium,Medium,67,72,78,79,63,66,78
C. Kouyaté,31,189,83,9500000,High,High,64,64,62,69,78,85,78
A. Dzyuba,32,196,91,0,Medium,Low,65,78,69,71,29,86,78
A. Budimir,29,190,75,14000000,Medium,High,65,78,48,74,35,77,78
H. Seferović,29,189,85,14000000,High,High,72,78,67,71,48,84,78
G. Bonaventura,31,181,75,11500000,High,Medium,69,75,80,80,70,65,78
A. Westwood,31,175,73,10000000,Medium,Medium,58,62,80,73,74,75,78
Pedro,33,169,65,9000000,Medium,Medium,74,73,77,84,40,52,78
J. Baumgartlinger,33,181,85,7000000,Medium,High,55,49,70,69,77,79,78
C. Smalling,31,194,81,9500000,Medium,High,64,47,58,59,79,79,78
